uncivil,civil,is_toxic
"o (dvmPlatformInvoke+112)     #15  pc 0004e123  /system/lib/libdvm.so (dvmCallJNIMethod(unsigned int const_, JValue_, Method const_, Thread_)+398)     #16  pc 00026fe0  /system/lib/libdvm.so     #17  pc 0002dfa0  /system/lib/libdvm.so (dvmMterpStd(Thread_)+76)     #18  pc 0002b638  /system/lib/libdvm.so (dvmInterpret(Thread_, Method const_, JValue_)+184)     #19  pc 00060865  /system/lib/libdvm.so (dvmInvokeMethod(Object_, Method const_, ArrayObject_, ArrayObject_, ClassObject_, bool)+392)     #20  pc 000",O (dvmPlatformInvoke+112),0
 you really got to have the bigest preview screen possible.  so i'm asking you if it's possible to have at least an option to switch to a full screen preview in your implementation?  thanks!,you really got to have the bigest preview screen possible,0
"Yes it was. Normal text messages from TS to TS. The problem was an out of date ""Google Exchange Service""-app, but TS ONLY prompts this at the installation?!?! Why doesn't it check for that on every start of the app. A reinstall solved this, but also made me lose all my message history. Crap.",Yes it was. Normal text messages from TS to TS.,0
"@user It seems like this code prefers the Argentina phone variant that *does not* have the 9? If I understand correctly, we should instead prefer the variant the *does* have the 9, yes?  By preferred, I mean that if we find out that both +54<some_number> and +54 9<some_number> are registered, we should prefer matching to the +54 9 in this case, yeah?",@user It seems like this code prefers the Argentina phone variant that *does not*,0
"Damn. Ok. Let me give that a try in my application. Thank you! Sorry to waste your time.  On Wed, Feb 4, 2015 at 5:02 AM, Andy Wilkinson notifications@github.com wrote:  > Closed #2446 http >  > — > Reply to this email directly or view it on GitHub > http > .",Ok. Let me give that a try in my application.,0
lector.commit(InfoItemsCollector.java:104) ,lector.commit(InfoItemsCollector.java:104),0
"ch companies, media, academia, and so called independent entities and public organizations are frequently politically aligned, and this is not by accident.  They blatantly masquerade their confirmation bias circle jerking as critical discourse, and use it to quash legitimate critical thinking and healthy disseting views from reaching people.  On a plethora of important issues, the ""official"" fact checking has been legitimately contested by multiple respected sources and/or the original supporting data was","ch companies, media, academia and so called independent entities and public organizations are frequently politically",0
", is time taken away from what could otherwise have been spent fixing bugs, adding features, writing internal unit/integration tests, and keeping compatibility with the ever-changing browser landscape.  Considering the disproportionate size of users to contributors, I don't really want much time spent by developers maintaining prose explanations on tangential testing subjects to hand-hold newbie end-users.    The repo's source code is generally well structured and pretty readable. Beyond that, The test su",", is time taken away from what could otherwise have been spent fixing bugs, adding features",0
"> I'm struggling to see why having the if condition in your code is a bad thing. Sometimes you have to write code.  I think it's somewhat of a flaw in the API - it's impossible to specify an empty range. Using half-open ranges is way better, but changing the `removeRange` methods in that way is not too great. It's possible to introduce new methods and remove the old ones, though.  > It is a programming error if your range ends at a lower index than your start, that should throw an exception. It should not",I'm struggling to see why having the if condition in your code is a bad thing,0
"This PR is a beast. I _think_ he's updated pretty well now. I also _think_ I've covered all of the comments you guys have left. If you see anything wild in there, please let me know. I'd like to try and get this one merged in ASAP because it's crazy large and merge conflicts so easy. Hopefully this Travis run is on point.   *crosses fingers*",This PR is a beast. I think he's updated pretty well now.,0
"ly  to backup inconsistent data once that is detected. The initially proposed approach would help only and only if it would detect immediately some consistency issue on the support used to store the initial snapshots. The idea is to prevent any possibility to backup any inconsistent data (i.e. on tapes). Should it not be the case, if there are issues on the underlying support where initial snapshots are made (i.e: underlying support (disk) degrades progressively or is not reliable giving random value whil",ly  to backup inconsistent data once that is detected. The initially proposed approach would help,0
"nces.  Nope. Performance issues, page decoding issues, video stuttering issues - all these kills good experiences. Newpipe still have some issues that forces me to use stupid web browser because newpipe is unable to play some videos properly.  In case of ""feature creep"" - well designed interface could solve decreasing user expeirence after adding new features.  >I appreciate NewPipe's efforts, but the time has come to add some project management.  I appreciate for everyone's efforts, especially people who","nces.  Nope. Performance issues, page decoding issues, video stuttering issues -",0
"@user Hi, you can try to disable Hippie Engine autocompletion. It may cause lags with large scripts. If this will not solve the issue, please write back. Window -> Preferences -> Editors -> SQL Editor -> Code Completion ![image](https://user-images.githubusercontent.com/20579256/158609076-d6b9c11d-af92-4e23-bee6-56297b5d9c32.png) ![image](https://user-images.githubusercontent.com/20579256/158608911-eb9685e8-06cf-456b-a4b8-687a82d7f8d1.png)","@user Hi, you can try to disable Hippie Engine autocompletion",0
"Gradle is such a pain with dependency management. Can you start your app with ""--debug=true"" (or put it in application.properties), and paste in the autoconfig report?","Gradle is such a pain with dependency management. Can you start your app with """,0
"This is a constant irritant for me. I have a dozen or more contacts that I use customized sounds so I can triage an incoming message based on which sound I hear. Very frequently I'll hear a custom notification sound for a contact, respond to the message, and then set the app out of focus or turn off the display and I would expect the sound to play when they reply. I'll look at my phone some minutes later and see that they replied but I heard no sound and neither heard nor felt a vibration. I have even had",This is a constant irritant for me. I have a dozen or more contacts that,0
Where are you pulling this Jetty version from?,Where are you pulling this Jetty version from?,0
"IntelliJ is fine with these annotations ;)  But I agree, there is no point in supporting such craziness. I've never seen such code in any project.",IntelliJ is fine with these annotations,0
ode to solve this problem (which is common in Germany).,ode to solve this problem (which is common in Germany,0
"Man, I really need to check my mail","Man, I really need to check my mail",0
I highly doubt anyone could have managed to install Bazel on your iOS device.,I highly doubt anyone could have managed to install Bazel on your iOS device,0
"Felix,  If you are referring to ""Chase"" bank - for flash sms their  system sucks, I can barely ever get the 2-step authorization for chase  to work. Yet my 2-step on several other sites (yahoo, google, and one  more seem fine) im running textsecure 2.0.4. with kitkat 4.4.2 on  Tmobile MyTouchSlide4G  The only issue I had until recently was with my phone not sending/receiving MMS but I came across a way to fix it on XDA-DEV  courtesy of 'wesgarner':  ""                     FYI - found a fix. If anyone is ha","Felix,  If you are referring to ""Chase"" bank - for flash",0
